customer_text,amazon_reply
@AmazonHelp Already got in touch but not getting proper response...,@306428 Apologies for the disappointing experience. Kindly fill in your details here: https://t.co/GIJyeYqKE0 and I'll help you.^MM
@AmazonHelp Can you people call me on my mob no ending with 5060 registered with you.,@306428 We can't make direct contact as per security norms.  Kindly share your details over the secure link to  let us help you. ^CB
@AmazonHelp But tell me - does that change anything? I still don't get product for paid same day delivery. That's the final result,@306432 I get your disappointment. We'll work on the details that you've shared and update you. ^SG
@AmazonHelp Guys it's horror really. Your same day delivery failed. Now your guy refuses to deliver to my home. @115850 @115821 @115851,@306432 You should have received an email from us Sagar. Please check and revert. ^HN
@AmazonHelp @115850 @115821 @115851 Finally had to travel again to office. I close with @115850,@306432 I'm sorry that you had an unpleasant experience with us. I've noted your comments and have forwarded feedback internally.^VR
@AmazonHelp @115850 @115821 @115851 He expects me to come to office and that too at moments notice to collect it ! Its useless! @115850 @115821 @115851,@306432 I understand your concern. Please revert to our correspondence for further assistance. ^ST
@116618 can I stream live HBO on Amazon Prime? Do you have the ID channel as well? Asking for a friend...,"@306518 We offer HBO channel subscriptions. For more information, please visit: https://t.co/p5pyJOYLb3 ^MB"
Was told will get a call back in 30 mins max. Liars and cheaters @115850 @AmazonHelp,@296764 to ensure a call back at the earliest. (2/2)^AU
Was told will get a call back in 30 mins max. Liars and cheaters @115850 @AmazonHelp,@296764 I'm sorry for the delay. We are experiencing high volumes now. I'll pass on your feedback (1/2)^AU
@AmazonHelp I dont care about your high volume. I want a call on 8817562771 RIGHT NOW,"@296764 Please don't provide your contact details, we consider it to be personal info. Our page is visible to the public.(2/2)^GU"
@AmazonHelp I dont care about your high volume. I want a call on 8817562771 RIGHT NOW,"@296764 Sorry for the delay. We have received your details and our team will get in touch with you soon. Also, (1/2)^GU"
@AmazonHelp JUST CALL AND DELIVERY.,@296764 We'll make sure to reach out to you soon. ^VM
@AmazonHelp @115850 are u guyz even reading this or not...I have already done this details filling once before 5 days...And still u guys have not contacted me....And u are asking it again.shame on you. #fedup #liars @306775 @306774 @123288,@306773 Could you please check if you received any latest e-mail correspondence from our end ? Keep us posted. ^OS
@AmazonHelp There was not any single helping thing indicated on that mail... I my self called and ask for refund.. u guys are harrassing me from last week.,@306773 Apologies for the trouble you've had. Kindly reply to the email you've received from our team and we'll help you. ^MM
@AmazonHelp 19th is the last day of refund policy...And till 17th u guys have not picked the phone.. Tomorrow m leaving place for diwali vacation...What to do now?? #fakehelper #cheater @306775 @123288,@306773 Apologies for the ordeal. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN
"amazon怖い！
たまたまメールチェックしたらamazonから商品配送済みの案内が。
えっ？何も頼んでませんけど？
昨日の15時に注文した事になってるけど、昨日一度もamazon開いて無いし。
返品て、どうするんだろうと確認のつもりで見てたら、返品受付メール来た！
えぇー⁉︎",@306847 https://t.co/st4oU5QbhPを騙る詐欺などもあるようですので、送信元を念のためご確認いただけますでしょうか。https://t.co/st4oU5QbhPからのご案内かどうかの識別方法について→https://t.co/Kn985KorNW SK
"amazon怖い！
たまたまメールチェックしたらamazonから商品配送済みの案内が。
えっ？何も頼んでませんけど？
昨日の15時に注文した事になってるけど、昨日一度もamazon開いて無いし。
返品て、どうするんだろうと確認のつもりで見てたら、返品受付メール来た！
えぇー⁉︎",@306847 https://t.co/st4oU5QbhPからのご案内で間違いがなく、注文履歴に表示もある場合や、その他ご不明な点がございましたらご遠慮なくカスタマーサービスまでお問い合わせください（24時間対応）→https://t.co/J6YEizo6qC SK
@AmazonHelp But USPS hasn't received the items so they can't give me a delivery date,@306988 I am sorry for the delay. Please let us know if the item does not arrive by the new date provided. ^BA
@AmazonHelp I could have bought all items @127271 and they would match your prices but I have been a loyal prime member for years.,"@306988 I understand, I'm sorry for the disappointment. Is there a new delivery date listed on Your Orders? https://t.co/q4LAMZ3tbE ^AM"
@115821 customer service chat was zero help. Terrible customer service. I've been a prime member for years.,"@306988 I'm so sorry you had a poor experience! Without revealing account details, can you tell us more about what's going on? ^RM"
@115850 please explain what are the savings in this deal? Re. 1?! https://t.co/M7hyZeyHfq,"@307342 Ek rupay ki kimat tum kya samjhogi, Mitali 🤣 But jokes aside, I'll be sure to pass along your comments on this. ^AB"
@AmazonHelp We have already done this. Which part r u not understanding. We are getting standard answer thru IVR. Pls give sme no to speak to,"@307770 Sorry, we haven't received your details yet. Kindly drop in your details in the link provided earlier, we'll look into it.^EM"
"@115850 @AmazonHelp Hi,my amount still not refunded even after 4days.. order # 406-9002093-3656356, date-07.10.17. Please do the needful.",@307775 Sorry about that. Kindly get in touch with us here: https://t.co/OpU6PmvDwG and we’ll be glad to help you. ^AG
@AmazonHelp It's 23-30 of Oct (coming to Brazil) but it hasn't been shiped yet...,@307922 It's not uncommon for orders to depart closer to the delivery date. Please keep us posted on the arrival. ^JA
@AmazonHelp I'll check.,"@201484 Thanks, please keep us updated. ^JJ"
@115821 @AmazonHelp  services is very poor no-one call me or no mailed after 3 complaints. @118702 @4030 @4167 @14281 is better. https://t.co/jSM8X2MisM,"@308003 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to the public. ^AK 2/2"
@115821 @AmazonHelp  services is very poor no-one call me or no mailed after 3 complaints. @118702 @4030 @4167 @14281 is better. https://t.co/jSM8X2MisM,@308003 Sorry for the trouble with the delivery of the order. Please share your details here: https://t.co/JzRdscmdH9 ^AK (1/2)
@AmazonHelp I ordered helmet on @115821 without helmet where I'm going? Who is responsible for that? I am going consumer forum and fill RTI.,@308003 We understand your concern. Please share your details using the link provided earlier by 'AK' and we'll assist you soon.^RS
@AmazonHelp +918176942847 my number,@308003 Please don't provide your personal details. Our Twitter page is public.​ ^NK
@AmazonHelp +918176942847 my number,"@308003 I get your disappointment, Vasu. Could you confirm If you have shared your details through the link provided earlier? ^NK"
@AmazonHelp already reported in delivery feedback regarding my order.. NO RESPONSE,@308064 Apologies for the ordeal Rahul. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN
"@AmazonHelp i have done what u asked for,
But frankly i dont have time for all this kinda trouble of filling and giving feedback again and again.","@308064 I understand this has not been a pleasant experience, Rahul. We will work on this and will get back to you at the earliest. ^KS"
"¿Saben si en @116875  venden cobijas de tigre de bengala?

#PagoConAmazonCash","@133589 Hola, espero que te encuentres bien. Recuerda que si deseas ver un producto, puedes hacerlo escribiendo su nombre completo o palabras relacionadas en la barra de búsqueda. Puedes ver las opciones disponibles aquí: https://t.co/6ECEdx74RH, ^DA"
@AmazonHelp And when is the last week of participation?,@132741 The contest lasts till 31st October 2017. All the best. 👍 ^HR
"@AmazonHelp Thank you. Need that 😀

Another question. What if I download the movie on Prime Video app and watch, will that be eligible?",@132741 You just need to watch 5 different titles. ^CB
"@AmazonHelp auf der Seite, die sie mir geschickt haben, keine Option dafür.","@308324 Inwiefern eine Ausnahme gemacht werden kann, kann ich nicht sagen. Melde dich über folgenden Link: https://t.co/24XL9C4y1x ^KM"
"@AmazonHelp auf der Seite, die sie mir geschickt haben, keine Option dafür.","@308324 In der Regel hast du ausschließlich 30 Tage Zeit, den Artikel zurückzuschicken, sonst wirst du erneut belastet. 1/2"
@AmazonHelp Ich kann unter dem angegeben Link übrigens auch kein Rücksende-Etikett mehr finden.,@308324 Über welches Gerät hast du den Link geöffnet? Über den PC oder ein Handy? ^KM
@AmazonHelp Über den PC. Bin jetzt aber schon telefonisch mit dem Amazon Support in Kontakt. Trotzdem vielen Dank! ^^,@308324 Immer wieder gerne. Hab noch einen schönen Tag! ^DW
"@AmazonHelp @115850 @115851  
Phrase: Big RICH company, Good marketing, worst service.
One word: AMAZON.",@183541 shared here: https://t.co/NTkrxpsbHJ reply to it if there are any further concerns and we'll reach out. (2/2) ^KA
"@AmazonHelp again i am saying, NO EMAIL RECEIVED, surely i am talking to a shirker.
pathetic service and customer team.
#amazonDontCare",@183541 That is unusual. Kindly fill in your details here: https://t.co/qCkicvyE9a and we will get back to you at the earliest. ^KS
"@AmazonHelp @115850 @115851  
Phrase: Big RICH company, Good marketing, worst service.
One word: AMAZON.",@183541 Sorry for the disappointment. An email has already been sent to you with a reply. Kindly check it from the link (1/2) ^KA
"@AmazonHelp Ya , bt the product is left the delivery station n now on the way for main station @AmazonHelp",@201415 Apologies. May I know if our support team assisted regarding this? Please let us know. ^BS
@AmazonHelp Ya....bt now new order need to be placed,"@201415 Sorry for the experience you had, Paul. I’ll forward your feedback to appropriate team internally so that it is not repeated. ^NK"
@AmazonHelp It's OK..bt make sure that it won't happen again @AmazonHelp,@201415 Noted. Will be sure to review it internally. ^PB
@AmazonHelp un livre et une décoration :D,"@216940 Ah super !! 😍 quel genre de livre lisez vous ?
^YL"
"@AmazonHelp moi ? Romans ados dramatiques mais là c'est pour ma maman, donc livre sur les animaux oblige :)","@216940 Aussi je suis un nostalgique du livre 😍 Ooh je suis curieux de savoir quel est son animal préféré ?
^YL"
@AmazonHelp L'éléphant :),"@216940 Moi j'aime tous les animaux, mais mon préféré reste le chat 🐱 ^YL"
"I ve been watg fr my delivery fr a lng time &amp; you dsn't seem to rply 2 de delay too.
Tracking #447195533348 @115821 @AmazonHelp @115850",@309026 Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2^HN
@AmazonHelp I have dropped a mail already,@309026 We understand your concern. We've not yet received your details. Please use the link to share your details. ^SV
"I ve been watg fr my delivery fr a lng time &amp; you dsn't seem to rply 2 de delay too.
Tracking #447195533348 @115821 @AmazonHelp @115850",@309026 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. 1/2^HN
@AmazonHelp Applied again for a replacement,"@227282 Please reach our Customer Service by clicking here: https://t.co/KjE1vPQiRj, we'll be glad to help you! ^GD"
"@AmazonHelp had apparently cancelled my replacement request for the G80 🤔
Sent a new request, hopefully this time it works.","@227282 We'd love to help any way we can! Just to clarify, are you submitting the request on https://t.co/hSs9w9f1pF,.de,.co.uk,.ca? ^AL"
@AmazonHelp I reordered the items I cancelled (minus a 6 dollar headband) but how long will it take for the 40 dollars that never should have been taken out to be put back in??,"@309424 If you canceled the order, you may be seeing an authorization. Learn more about authorizations: https://t.co/7KLTdroFPQ ^JE"
@115850 any possible explanation for this ??,"@310135 Apologies, Amit. Did we miss the estimated delivery date? ^NK"
"@AmazonHelp read tweet carefully and then reply ,package is in my city since early Thursday morning yet no sign of it getting delivered before Saturday😠","@310135 I do get your concern, please report this to our support team and we'll check this. ^HN"
"@AmazonHelp already reported,  told me to wait till Saturday for delivery,  what good is it being a prime member",@310135 Hi! I’d like to help you; please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. ^SM
@116875 PÉSIMO SERVICIO 2 MESES TARDAN EN MI PEDIDO PARA QUE AL FINAL ME APAREZCA UN CORREO DE USTEDES QUE ME DICE QUE SE CANCELAEL ENVIO,"@310411 Hola, lamento el inconveniente, ¿Te informaron porqué razón se canceló el envío? -Andrea V"
@AmazonHelp Was there ever stock? I'd expect preorders to be prioritised. Now I've missed out on preorder discounts elsewhere I will just have to wait,@310575 Sorry to hear you have not received your order as expected. If you need any further help please let us know. ^ES
@AmazonHelp Nothing is showing about this order in the link shared by you,@311606 We understand your concern. Please reach us from the link shared. We'll assist you. ^SV
@AmazonHelp Already done bot not showing the order no,@311606 That's odd! Please share your details here: https://t.co/GIJyeYqKE0 I'll reach and assist you. ^SV
@AmazonHelp It's not working I told u.what is ur problem I share screenshot of my order chk it and revert,@311606 We're unable to access your account details over Twitter. Kindly share your details on the link above using a desktop. ^PS
@AmazonHelp I didn’t receive a survey as I as told I was being put through to a manager and then he disconnected the chat completely.,"@133881 I'm so sorry the call was disconnected! You can also leave comments here on packaging feedback: https://t.co/8jynwThdtu

If you need to reach out to us again, you can call or live chat with us here: https://t.co/JzP7hlA23B ^KN"
@AmazonHelp That’s it? Pretty poor customer service all round then.,@133881 Please contact us with the link provided so that we can investigate this further.^PJ
@AmazonHelp It is going to be a credit on my Amazon account.  No bank no cc,@133884 Refunds are generally returned to the original payment method. Did you original pay with Gift Card Credit or a Credit Card? ^MI
@AmazonHelp It was a gift I received.  I am waiting to reorder the correct size.,"@133884 If you still had questions about the return, we'd like to help out! Please contact us here so we can take a closer look into this for you: https://t.co/hApLpMlfHN ^SA"
@AmazonHelp  https://t.co/zT0zqohrWQ,"@116058 Thanks for the information, Travis! My team would like to look into this issue further for you. When you have a moment, please provide us with your details here: https://t.co/QE1KinKOqe ^VF"
@AmazonHelp It won’t let me fill it out. I can’t get the URL for some reason. I’m on the APP,"@116058 Oh no! I'm so sorry, when you click the link does it do anything? Or do you get an error message? ^VF"
@AmazonHelp I can fill it out but it asks for the Twitter url and I can’t get that so it won’t let me submit it,"@116058 Hey Travis, can you copy and paste in the URL to your own Twitter page? ^JC."
@115850 where is the first episode of @181310 season 3 1st episode? What's the use of prime membership if i can't watch latest one?,"@312140 We don't have any announcement on this yet, do stay tuned to our website for further updates. ^SQ"
@115830 I ordered a game which should be delivered tomorrow as I paid extra for it but after checking it says it’s being delivered Monday?,"@312159 Oh no! We're here to help, Ben! What was the delivery date given in your order confirmation? Please keep in touch. ^VB"
@AmazonHelp Friday the 13th which is the early release date when paying for the deluxe addition https://t.co/oUEJRjuyrs,@312159 Let's look further into this together! Please get in touch with us by phone or chat: https://t.co/JzP7hlA23B  ^KJ
@AmazonHelp I have the chat transcript where one of your employees says that I didn’t need to return the bottle that was cracked and leaking.,"@222102 Sorry for the trouble! We want to look into this further with you, Ben. Please reach out to us here: https://t.co/hApLpMlfHN ^VB"
"Worst expernce til nw @115850 Ord#408-9284058-8389953.On 9th day gt to knw tht address is wrng,aftr tht gt to knw tht prodct is damged 1/2",@312558 Please don't provide your order details as we consider it personal info. Our twitter page is visible to public.(2/2) ^CB
"Worst expernce til nw @115850 Ord#408-9284058-8389953.On 9th day gt to knw tht address is wrng,aftr tht gt to knw tht prodct is damged 1/2",@312558 We apologize for the unforeseen event. Will ensure to share your comments internally to work on. (1/2)^CB
@AmazonHelp How long your team would need time to respond. @115850   Duplicate product needs to addressed on priority.,"@226965 Please allow us sometime, we'll get back to you at the earliest. ^HN"
"@AmazonHelp I tried cleaning service again. they showed up, but this is from the cleaning I still had to do of the floors after they left https://t.co/3oucxrcEMf","@312572 I'm so sorry for this happening, Please let us look into this to go over options and take feedback: https://t.co/hApLpMlfHN ^DO"
@AmazonHelp  My money was on hold for 12 to 15 days still don't know whom to ask Order # 407-0362700-2161952,"@313378 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public.^VN(2/2)"
@AmazonHelp  My money was on hold for 12 to 15 days still don't know whom to ask Order # 407-0362700-2161952,@313378 That's strange. Allow us to take a closer look on this. Please share your details here: https://t.co/GIJyeYqKE0. ^VN(1/2)
@AmazonHelp Vendido y enviado por Amazon y soy prime. La culpa no es vuestra es de esa oficina que reparte en mi zona. Pero una solución tendrán que darme. Si pudieran enviármelos por otra compañía..,"@313574 Gracias por la información, en este caso para brindarte atención personalizada te recomendamos ponerte en contacto con los compañeros de servicio al cliente a través del siguiente enlace: https://t.co/OjvUxwnzPe. Por favor mantennos al tanto. ^MZ"
@AmazonHelp I have given my last try now to pass on the details as requested. Now I ll see what kind of resolution I will get,"@313951 If you have shared your details with us, we shall reach out to you at the earliest to make things right. ^CB"
@AmazonHelp I have tried all ways still no resolution,@313951 Our Social Media Team would like to help you. Kindly share your details using the secure link we had shared. ^CB
#AmazonIndia product purchased: Lenovo K8 Note order number: 171-8449043-3586758,"@313951 Vikram, please connect with our support team via the link provided earlier, and we'll get this sorted out. ^MS"
#AmazonIndia product purchased: Lenovo K8 Note order number: 171-8449043-3586758,@313951 Please don’t provide your order details as it is personal information. Our Twitter page is visible to the public. ^MS
@116316 ihr verwirrt mich. Kann ich mir den Early Access jetzt abschminken? https://t.co/xEqRUb2tbe,@314050 Bitte lass das vom Kundenservice prüfen: https://t.co/ohyvGrpvrY Wir haben keinen Einblick ins Kundenkonto. ^BL
@AmazonHelp Yes sorry I tweeted you then received the email minutes later. Thank you very much for your help 👍,@191807 No problem! Glad we could be of assistance! ^AD
@AmazonHelp Mais tem alguma chance da Alexa falar nossa Língua?  (Português Brasileiro),@314204 2/2 ou nas nossas redes sociais oficiais. ^VM
@AmazonHelp Mais tem alguma chance da Alexa falar nossa Língua?  (Português Brasileiro),"@314204 Atualmente essa informação não foi divulgada, qualquer atualização ou novidade será divulgada na página inicial do site 1/2"
@117086 Olá! Vocês vão trazer a Alexa para o Brasil falando português? A Amazon vai trazer os tablets Fire para o Brasil? Sou fã de vocês! 😉,@314204 2/2 poderá ficar por dentro de nossas novidades. ^VM
@117086 Olá! Vocês vão trazer a Alexa para o Brasil falando português? A Amazon vai trazer os tablets Fire para o Brasil? Sou fã de vocês! 😉,"@314204 Erisdan, ainda não foi divulgada essa informação. Sugiro ficar de olho no site e nas nossas redes sociais assim você 1/2"
@AmazonHelp Non et on avait programmé la livraison aujourd'hui et non hier 😶,"@314056 Désolée d'apprendre que l'avis de passe n'a pas été laissé😓
 Il vaut mieux une livraison anticipée qu'une livraison en retard.^FT"
"@AmazonHelp Quand je prends rendez-vous samedi je n'y vais pas le vendredi sans prévenir... 
Le magasin est fermé jusqu'à lundi, je ne suis pas livré",@314056 Je vous informe que votre colis y est à votre disposition pour être retiré dans les 10 jours à compter de la date d'hier.^FT
"@115825 Sagt mir BITTE, dass die 13. Staffel Supernatural ganz bald bei euch zu sehen ist, ich hatte mich so darauf gefreut😭😖😩",@314732 Leider liegen noch keine Infos vor. Bitte behalte die Webseite im Auge :) ^BL
@AmazonHelp Sure is.,@316810 We'd like to help if we can! Can you tell us more about the issue without providing account sensitive information? ^KJ
@AmazonHelp I ordered it the 10th. It was supposed to be here through USPS by 8pm today. My mail is normally here by noon and now it’s almost 10pm.,@316810 I'm sorry your order hasn't arrived! Could you tell us the latest tracking update showing here: https://t.co/Y5jpI9gRhE ^ML
"@AmazonHelp When I tracked it at 8, it still said it would be delivered. Now it’s like this. https://t.co/Al2eQOZhSr",@316810 Thanks for the info. Please let us know if your order has not arrived by the 14th. ^GG
@115850 My product is still not received and msg came from Amazon that your product is delivered..customer care call not connecting from any mobile,"@317949 We've responded to you here: https://t.co/vfB1Odqiuz, request you to check. ^MA"
@AmazonHelp Third class service ever n ever..my 500 cashback still not credited promised date is already over..bad customer service,@317949 I'm sorry to know about the pending cashback. Kindly share your details here: https://t.co/beaaDlIL5C and we'll check. ^GK
"@AmazonHelp Same tweets from your sides. Please, try some new lines and statements. Don't know how much more i need to wait for your positive replies","@318094 I understand your concern. Rest assured, once we receive your revert we'll work on it and get back to you. ^MM"
@AmazonHelp pour justement l'avoir avant lundi parce que j'en ai besoin,"@297942 Désolé, nous n'avons pas la possibilité d'accélérer la livraison.Votre colis sera livré à la date indiquée sur l'email"
@AmazonHelp Dans ce cas n'annoncez pas de date si vous ne les respectez pas. Aucune utilité de prendre amazon prime dans ce cas.,"@297942 Je suis désolé, la date de livraison jeudi ""12 au 16 octobre "" est toujours respecté. Je vous remercie pour votre patience."
@AmazonHelp J'ai passé ma commande mardi non jeudi. Dans ce cas il faudra m'expliquer pourquoi en commandant mercredi je le recevais samedi.,@297942 Pouvez-vous nous indiquer le mode de livraison sur l'e-mail de confirmation de votre commande? ^MA
@AmazonHelp @115821  drops the ball.4th time on the same item. Representatives are no help either. Please get your act together. PRIMEMEMBER,"@318461 I'm sorry to hear that. W/out giving any order/account specific details, can you let us know what happened please? ^KM"
@AmazonHelp All happening within the course of a few months. I've also had nothing but issues with your services the past six months.,@318461 What were you advised when you got in touch with us here:  https://t.co/hApLpMlfHN ?^CD
@AmazonHelp This isn't the first time I've had issues receiving this item. Not sure what the problem is but maybe Amazon shouldn't carry this item.,"@318461 As we don't have access to account details here, pls reach out to us on the link previously provided, thanks. ^KM"
"@115850 I just bought goods and one is damaged. Calling their call centre number but am not being received...
Extremely frustrating",@318520 Sorry for the inconvenience. Please contact our support team through mail or chat here: https://t.co/vlvfJr4nN9.^GU
"@115850 Voh chodo,contest ke baare me update kyo nahi dete?",@134337 Could you please confirm about the contest you would to like to get an update on? ^MD
"@AmazonHelp One plus 5T,lg q6 and one more..","@134337 We haven't made any announcement yet, please stay tuned to our website for updates. ^MN"
@115850 you have totally messed up my recent No Cost EMI order. I don't want the money as amazon pay balance. pls refund as cash.,@217610 That's quite a comment. Could you elaborate the query? We'd like to help. ^VM
@AmazonHelp ありがとうございます,"@319047 とんでもないことです。
当サイトについてお困りのことやご不明点などございましたら、こちら公式までいつでもお気軽にお問い合わせください。 RI"
@AmazonHelp I tried reaching your customer care but no one seems to even answer their call. Would request you to please intervene.,"@319189 That's strange, you can reach out to us via phone, chat or email using the link here: https://t.co/R3EfhzgU8B. ^PS"
@AmazonHelp They say that they were unable to find my order which is even more strange.,"@319189 Kindly use the account and select the order while connecting with us so that, we can help you. ^SG"
@AmazonHelp not able to do that either. Can you please call me ?,"@319189 We'll not be able to call you from here. However, please share your details here: https://t.co/GIJyeYqKE0 and we'll check. ^HN"
@AmazonHelp Depuis longtemps en effet cette licence est culte et en profiter en fr est une chance !,@319239 Eh ben la chance vous a souri ce matin ! La journée s'annonce bien 👍🏼
@AmazonHelp And I challenge you to show me what in that review doesn't meet your guidelines,@319310 Sorry for the disappointment. Please share your details here: https://t.co/GIJyeYqKE0 and we'll reach out to you. ^KA
"@AmazonHelp ""disappointment""?? Customer reviews add a measurable value to Amazon. We take the time to help the community not make Jeff richer. Goodbye",@319310 Your review should be product specific &amp; the guide lines should be followed accordingly. 1/2 ^MJ
@217610 @115850 I received the same mail.Amazon has some serious issues with no cost EMI.They are forcing us to pay more and add money in Amazon Pay balance,@319394 Sorry to know that. Please let us know what went wrong to support team here: https://t.co/vlvfJr4nN9 they will assist you. ^GU
"@AmazonHelp The cheaper one was sold directly by Amazon and in stock on the 20th, prime only. Checked yesterday. https://t.co/gOQar6SObm",@319626 It looks like it's out of stock now and only available from Marketplace sellers. ^RS
@AmazonHelp As seen on this link https://t.co/VKJSNNwoGa,"@319626 Hey. This item is no longer offered at this price, suggesting it has been sold, and currently available from other sellers^TP"
"@AmazonHelp Si, os adjunto el pantallazo, va incluido el pantallazo del cobro también. :( https://t.co/ma4ttYpwj4","@319628 Correcto, tienes que contactar directamente a tu banco para verificar el estado de la misma. ^MB"
this got delivered in my name to my old uni address..I don't even watch mr robot and didn't order? Very confused @181310 @AmazonHelp https://t.co/AHPv5hGydq,@319981 Hi Char- Is it possible the item was intended as a gift? Was any invoice or receipt provided in the packaging? ^NV
@AmazonHelp A range 🤔 https://t.co/jcuxcRxgIC,"@320321 For clarification, who is the carrier for this order? You can find this information here: https://t.co/Y5jpI9gRhE ^KN"
"@AmazonHelp Yes, my prime 2-day delivery date was yesterday, the 19th.",@320321 I'm so sorry it's late! Have you received an updated delivery date? ^WJ
This might be the first time in my life something I ordered from @115821 is late. Not great when you need it by Halloween parties tmrw...,@320321 I'm sorry your item hasn't arrived. Can you tell us more about what's going on? Have we missed your confirmed delivery date? ^RA
@AmazonHelp It has been filled out. Thank You,@320348 We have received the information and are looking into the issue! We will reach out to you soon! ^AD
"@AmazonHelp It's more than 24hr since I filled the form, and no response yet....",@320517 in the link provided above? (2/2) ^KA
"@AmazonHelp It's more than 24hr since I filled the form, and no response yet....",@320517 Sorry for the delay. We can't gain access to your account details via Twitter. Could you confirm sharing your details (1/2) ^KA
"@AmazonHelp Aaah...
Wasted total of 17 days
F*king service,
Not even a single sign of solution of a problem",@320517 You might have received a correspondence from our team. Kindly check the same here: https://t.co/ubzNHWZvL2 ^SG
.@115830 parcel apparently delivered this morning but haven't received it - please help,@320557 Sorry to hear this - please click on this link for more info on locating your delivery : https://t.co/9gIl44Xtt0 ^TD
@AmazonHelp It's been on despatched since Wednesday. You've got the same items in the sale today by the way.,@313575 What was the delivery date in the order confirmation email? ^AT
"@274562 @115830 Two of mine have taken 5 days, and my partners is estimates at a week. After customer service told us it would definitely be here yesterday. #AmazonPrime #falseadvertising","@313575 I am sorry to hear this Michelle. Can I ask what is the current status of the order please, you can find this info here: https://t.co/hApLpMlfHN.^GA"
@AmazonHelp Ça dépends de ce que vous préférez comme genre de série 😉Il y en à tellement !,@177329 Comique 😍 surtout
"@AmazonHelp En comique parmi celle que j'ai vu, j'ai apprécié Épisodes (avec Matt LeBlanc) &amp; Malcolm (un des classique) après j'en ai pas vu beaucoup (pour le moment) sinon hors comique il y en à une que je recommande à tout le monde, elle est simpliste &amp; tellement émouvante c'est This Is Us","@177329 Oh non j'adore ""This is us"" 🙈, déja la bande annonce est émouvante et je me dis si le niveau du trailer est excellent, à quoi je peux m'attendre ... ? well done 👍😍"
"@AmazonHelp This is Us est LA série à voir, elle parle à tout le monde c'est tellement bien ! Le trailer reflète assez bien la Saison 1, qui est mieux que prévu !",@177329 😍👍 Que le show commence hhh :) ah je vois que vous êtes interessé que par des séries américaines n'est ce pas ? ^SN
Toujours pas de promo sur la Samsung Gear Sport.. @120533 je sais que vous pouvez le faire 😁,"@124406 Qui sait ! Tout est possible 🙂 Restez connecté pour les Deals du Cyber Monday.
^ARC"
"@AmazonHelp When I get time, I am going to write the complete details of what happened. You have hired bozos and in turn harassing customers.",@320702 We apologize for the inconvenience caused in this regards. ^SM (1/2)
"@AmazonHelp When I get time, I am going to write the complete details of what happened. You have hired bozos and in turn harassing customers.",@320702 We'd request you to please wait for an update as our team is working on the issue. ^SM (2/2)
@AmazonHelp It’s about 25 hours since getting a promise of delivery. And 12 hours since I called up for the issue. No one knows where’s the package.,"@320702 You should have received an email from us, please check and revert Bhaskar. ^HN"
"@AmazonHelp Yes I got, finally some hope!",@320702 Thanks for the confirmation. We are working on the issue. Do keep us posted for further assistance. ^SB
"@AmazonHelp Yes I got, finally some hope!","@320702 For any further assistance, kindly reply to the same email. ^RS"
@AmazonHelp Sending me a replacement of my original one since it seems you still have them,"@320703 We'd love to try to help, Katie! Please reach out via phone/chat so we can go over options together: https://t.co/hApLpMlfHN ^CN"
"@AmazonHelp Hey thanks, it says I don't have access to this?","@321278 Oh no! You can reach out to us here: https://t.co/JzP7hlA23B Let us know if this works, Mina! ^HM"
@AmazonHelp I received the hardcover book that I ordered and it is completely ripped and smashed from one side. Second time this year,@321282 I'm sorry to hear about the damages! Let's review options for refund or replacement here: https://t.co/Y5jpI9gRhE  ^SH
@AmazonHelp It's sold out on Amazon now https://t.co/so6LMuQtlT,@321282 I'm sorry for the inconvenience this has caused you. You can view available options via the link ^SH provided. ^DA
@AmazonHelp -mon problème. Je suis vraiment très déçus de vos services.,"@321489 Afin que je puisse vérifier votre compte client, je vous remercie de compléter le formulaire: https://t.co/HtUowg2UGX ^ASZ"
@AmazonHelp Je peux pas je vous dis puisqu'ils ont verrouiller mon compte et que ça marche qu'une fois sur dix!,"@321489 Avez-vous cliqué sur ""ignorer la connexion"" en bleu?^ASZ"
@AmazonHelp Non je ne l'avais pas fait en effet. Mais ce formulaire il va me servir à quoi?,@321489 Consulter votre compte client est impossible depuis Twitter. Le formulaire permettra l'accès pour vérifier en détails ^KD
"@AmazonHelp D'accord j'ai remplis le formulaire, j'espère que le problème sera régler au plus vite.",@321489 Ma collègue reviendra vers vous après avoir étudié votre dossier. ^ARC
"@AmazonHelp @115851 
Cheated by a fraud seller - Magicdeal.
Order#: 407-8926584-2053162
AmazonIndia customer service impolite unhelpful",@323899 Please don’t provide your order details as it is personal information. Our Twitter page is visible to the public. ^MS
"@AmazonHelp @115851 
Cheated by a fraud seller - Magicdeal.
Order#: 407-8926584-2053162
AmazonIndia customer service impolite unhelpful","@323899 Sorry about the bad experience, Assain. We'd like a closer look, please drop in the details here: https://t.co/GIJyeYqKE0 ^MS"
